locus_tag	type	contig	start	end	strand	length	product	score	inference	db_xref	gene	operon	note
BSUB_03868	CDS	NC_000964.3	3857017	3858417	-	1400	MFS_1	151.7	protein motif:Pfam-A	Pfam:PF07690.22		OP_0860:2/6	signal_peptide:1..25;score=2.4;h_max=1.79
	signal_peptide	NC_000964.3	3858343	3858417	-	74	signal peptide (BSUB_03868)	2.4	ab initio prediction:Darwin:SignalScanner				parent=BSUB_03868;cleavage_site=25
BSUB_03869	CDS	NC_000964.3	3858417	3858887	-	470	Rrf2	112.8	protein motif:Pfam-A	Pfam:PF02082.27		OP_0860:3/6	signal_peptide:1..24;score=2.18;h_max=3.08
	signal_peptide	NC_000964.3	3858816	3858887	-	71	signal peptide (BSUB_03869)	2.2	ab initio prediction:Darwin:SignalScanner				parent=BSUB_03869;cleavage_site=24
BSUB_03870	CDS	NC_000964.3	3858999	3859499	-	500	hypothetical protein	65.3	ab initio prediction:Prodigal			OP_0860:4/6	
BSUB_03871	CDS	NC_000964.3	3859535	3860836	-	1301	HD	52.8	protein motif:Pfam-A	Pfam:PF01966.29		OP_0860:5/6	
BSUB_03872	CDS	NC_000964.3	3860998	3861222	-	224	hypothetical protein	13.7	ab initio prediction:Prodigal			OP_0860:6/6	
BSUB_03873	CDS	NC_000964.3	3861437	3862213	+	776	hypothetical protein	96.2	ab initio prediction:Prodigal				
BSUB_03874	CDS	NC_000964.3	3862357	3863247	-	890	EamA	155.5	protein motif:Pfam-A	Pfam:PF00892.27		OP_0861:1/4	signal_peptide:1..27;score=2.71;h_max=3.19
	signal_peptide	NC_000964.3	3863167	3863247	-	80	signal peptide (BSUB_03874)	2.7	ab initio prediction:Darwin:SignalScanner				parent=BSUB_03874;cleavage_site=27
BSUB_03875	CDS	NC_000964.3	3863415	3864260	-	845	LplA-B_cat	145.5	protein motif:Pfam-A	Pfam:PF21948.2		OP_0861:2/4	
BSUB_03876	CDS	NC_000964.3	3864309	3865208	-	899	LysR_substrate	175.7	protein motif:Pfam-A	Pfam:PF03466.26		OP_0861:3/4	
BSUB_03877	CDS	NC_000964.3	3865355	3866326	-	971	PTA_PTB	456.2	protein motif:Pfam-A	Pfam:PF01515.25		OP_0861:4/4	
BSUB_03878	CDS	NC_000964.3	3866596	3867360	+	764	Chlor_dismutase	239.1	protein motif:Pfam-A	Pfam:PF06778.19		OP_0862:1/2	
BSUB_03879	CDS	NC_000964.3	3867493	3868272	+	779	adh_short_C2	136.5	protein motif:Pfam-A	Pfam:PF13561.13		OP_0862:2/2	
BSUB_03880	CDS	NC_000964.3	3868287	3869486	-	1199	Aminotran_1_2	292.4	protein motif:Pfam-A	Pfam:PF00155.28		OP_0863:1/2	
BSUB_03881	CDS	NC_000964.3	3869487	3870671	-	1184	MFS_1	71.6	protein motif:Pfam-A	Pfam:PF07690.22		OP_0863:2/2	
BSUB_03882	CDS	NC_000964.3	3870668	3872086	-	1418	ATP-grasp_4	59.1	protein motif:Pfam-A	Pfam:PF13535.12		OP_0864:1/3	signal_peptide:1..25;score=2.01;h_max=2.3
	signal_peptide	NC_000964.3	3872012	3872086	-	74	signal peptide (BSUB_03882)	2.0	ab initio prediction:Darwin:SignalScanner				parent=BSUB_03882;cleavage_site=25
BSUB_03883	CDS	NC_000964.3	3872105	3872866	-	761	adh_short_C2	232.7	protein motif:Pfam-A	Pfam:PF13561.13		OP_0864:2/3	
BSUB_03884	CDS	NC_000964.3	3872869	3873576	-	707	Cupin_2	87.6	protein motif:Pfam-A	Pfam:PF07883.18		OP_0864:3/3	
BSUB_03885	CDS	NC_000964.3	3873566	3874180	-	614	hypothetical protein	25.5	ab initio prediction:Prodigal			OP_0865:1/7	
BSUB_03886	CDS	NC_000964.3	3874332	3875570	-	1238	MFS_1	215.8	protein motif:Pfam-A	Pfam:PF07690.22		OP_0865:2/7	
BSUB_03887	CDS	NC_000964.3	3875780	3877192	-	1412	AA_permease	442.0	protein motif:Pfam-A	Pfam:PF00324.28		OP_0865:3/7	
BSUB_03888	CDS	NC_000964.3	3877192	3878892	-	1700	Peptidase_M20	40.1	protein motif:Pfam-A	Pfam:PF01546.34		OP_0865:4/7	
BSUB_03889	CDS	NC_000964.3	3878966	3880513	-	1547	Aldedh	524.4	protein motif:Pfam-A	Pfam:PF00171.28		OP_0865:5/7	
BSUB_03890	CDS	NC_000964.3	3880740	3882014	-	1274	ELFV_dehydrog	277.9	protein motif:Pfam-A	Pfam:PF00208.28		OP_0865:6/7	
BSUB_03891	CDS	NC_000964.3	3882191	3882655	-	464	BslA	156.7	protein motif:Pfam-A	Pfam:PF17735.8		OP_0865:7/7	signal_peptide:1..28;score=2.54;h_max=2.41
	signal_peptide	NC_000964.3	3882572	3882655	-	83	signal peptide (BSUB_03891)	2.5	ab initio prediction:Darwin:SignalScanner				parent=BSUB_03891;cleavage_site=28
BSUB_03892	CDS	NC_000964.3	3882979	3883434	-	455	dTDP_sugar_isom	89.2	protein motif:Pfam-A	Pfam:PF00908.24			
BSUB_03893	CDS	NC_000964.3	3883427	3884278	-	851	RmlD_sub_bind	330.0	protein motif:Pfam-A	Pfam:PF04321.24		OP_0866:1/5	
BSUB_03894	CDS	NC_000964.3	3884292	3885239	-	947	GDP_Man_Dehyd	263.7	protein motif:Pfam-A	Pfam:PF16363.12		OP_0866:2/5	signal_peptide:1..28;score=1.89;h_max=1.77
	signal_peptide	NC_000964.3	3885156	3885239	-	83	signal peptide (BSUB_03894)	1.9	ab initio prediction:Darwin:SignalScanner				parent=BSUB_03894;cleavage_site=28
BSUB_03895	CDS	NC_000964.3	3885239	3885979	-	740	NTP_transferase	200.3	protein motif:Pfam-A	Pfam:PF00483.30		OP_0866:3/5	
BSUB_03896	CDS	NC_000964.3	3886004	3887023	-	1019	hypothetical protein	112.0	ab initio prediction:Prodigal			OP_0866:4/5	
BSUB_03897	CDS	NC_000964.3	3887026	3887748	-	722	CTP_transf_3	205.2	protein motif:Pfam-A	Pfam:PF02348.26		OP_0866:5/5	
BSUB_03898	CDS	NC_000964.3	3887741	3888862	-	1121	NeuB	259.2	protein motif:Pfam-A	Pfam:PF03102.21		OP_0867:1/5	
BSUB_03899	CDS	NC_000964.3	3888862	3889731	-	869	Acetyltransf_1	60.9	protein motif:Pfam-A	Pfam:PF00583.32		OP_0867:2/5	
BSUB_03900	CDS	NC_000964.3	3889732	3890901	-	1169	DegT_DnrJ_EryC1	505.2	protein motif:Pfam-A	Pfam:PF01041.24		OP_0867:3/5	
BSUB_03901	CDS	NC_000964.3	3890922	3892301	-	1379	hypothetical protein	126.2	ab initio prediction:Prodigal			OP_0867:4/5	
BSUB_03902	CDS	NC_000964.3	3892351	3893121	-	770	Glycos_transf_2	93.7	protein motif:Pfam-A	Pfam:PF00535.33		OP_0867:5/5	
BSUB_03903	CDS	NC_000964.3	3893441	3893986	+	545	Spore_GerQ	145.0	protein motif:Pfam-A	Pfam:PF09671.17			
BSUB_03904	CDS	NC_000964.3	3894030	3894401	-	371	DUF423	104.4	protein motif:Pfam-A	Pfam:PF04241.21		OP_0868:1/3	signal_peptide:1..19;score=2.71;h_max=3.21
	signal_peptide	NC_000964.3	3894345	3894401	-	56	signal peptide (BSUB_03904)	2.7	ab initio prediction:Darwin:SignalScanner				parent=BSUB_03904;cleavage_site=19
BSUB_03905	CDS	NC_000964.3	3894463	3895785	-	1322	Xan_ur_permease	348.3	protein motif:Pfam-A	Pfam:PF00860.27		OP_0868:2/3	signal_peptide:1..18;score=2.72;h_max=3.24
	signal_peptide	NC_000964.3	3895732	3895785	-	53	signal peptide (BSUB_03905)	2.7	ab initio prediction:Darwin:SignalScanner				parent=BSUB_03905;cleavage_site=18
BSUB_03906	CDS	NC_000964.3	3895805	3896122	-	317	DUF5327	94.7	protein motif:Pfam-A	Pfam:PF17261.8		OP_0868:3/3	
BSUB_03907	CDS	NC_000964.3	3896290	3897660	+	1370	Aldedh	321.2	protein motif:Pfam-A	Pfam:PF00171.28			
BSUB_03908	CDS	NC_000964.3	3897685	3898362	-	677	UDG	65.4	protein motif:Pfam-A	Pfam:PF03167.26		OP_0869:1/4	
BSUB_03909	CDS	NC_000964.3	3898376	3899182	-	806	Glycos_transf_2	117.4	protein motif:Pfam-A	Pfam:PF00535.33		OP_0869:2/4	signal_peptide:1..22;score=1.53;h_max=2.39
	signal_peptide	NC_000964.3	3899117	3899182	-	65	signal peptide (BSUB_03909)	1.5	ab initio prediction:Darwin:SignalScanner				parent=BSUB_03909;cleavage_site=22
BSUB_03910	CDS	NC_000964.3	3899272	3899805	-	533	hypothetical protein	36.7	ab initio prediction:Prodigal			OP_0869:3/4	signal_peptide:1..29;score=2.42;h_max=1.88
	signal_peptide	NC_000964.3	3899719	3899805	-	86	signal peptide (BSUB_03910)	2.4	ab initio prediction:Darwin:SignalScanner				parent=BSUB_03910;cleavage_site=29
BSUB_03911	CDS	NC_000964.3	3899853	3900488	-	635	hypothetical protein	58.3	ab initio prediction:Prodigal			OP_0869:4/4	
BSUB_03912	CDS	NC_000964.3	3900481	3900819	-	338	PadR	97.0	protein motif:Pfam-A	Pfam:PF03551.21			
BSUB_03913	CDS	NC_000964.3	3900963	3901778	+	815	Phos_pyr_kin	301.9	protein motif:Pfam-A	Pfam:PF08543.18			
BSUB_03914	CDS	NC_000964.3	3901868	3902116	-	248	hypothetical protein	23.3	ab initio prediction:Prodigal			OP_0870:1/2	
BSUB_03915	CDS	NC_000964.3	3902210	3903649	-	1439	Glyco_hydro_32N	375.6	protein motif:Pfam-A	Pfam:PF00251.27		OP_0870:2/2	
BSUB_03916	CDS	NC_000964.3	3903646	3905031	-	1385	PTS_EIIC	201.4	protein motif:Pfam-A	Pfam:PF02378.24			
BSUB_03917	CDS	NC_000964.3	3905333	3906103	+	770	Form_Nir_trans	216.7	protein motif:Pfam-A	Pfam:PF01226.24			
BSUB_03918	CDS	NC_000964.3	3906142	3906972	-	830	PRD	164.8	protein motif:Pfam-A	Pfam:PF00874.26		OP_0871:1/2	
BSUB_03919	CDS	NC_000964.3	3907012	3907314	-	302	hypothetical protein	17.9	ab initio prediction:Prodigal			OP_0871:2/2	signal_peptide:1..28;score=2.42;h_max=1.91
	signal_peptide	NC_000964.3	3907231	3907314	-	83	signal peptide (BSUB_03919)	2.4	ab initio prediction:Darwin:SignalScanner				parent=BSUB_03919;cleavage_site=28
BSUB_03920	CDS	NC_000964.3	3907844	3910264	+	2420	Peptidase_S8	248.5	protein motif:Pfam-A	Pfam:PF00082.28			signal_peptide:1..31;score=2.68;h_max=3.07
	signal_peptide	NC_000964.3	3907844	3907936	+	92	signal peptide (BSUB_03920)	2.7	ab initio prediction:Darwin:SignalScanner				parent=BSUB_03920;cleavage_site=31
BSUB_03921	CDS	NC_000964.3	3910302	3911303	-	1001	Bac_luciferase	139.6	protein motif:Pfam-A	Pfam:PF00296.27		OP_0872:1/3	
BSUB_03922	CDS	NC_000964.3	3911477	3912226	-	749	Nitroreductase_C	87.9	protein motif:Pfam-A	Pfam:PF28600.1		OP_0872:2/3	
BSUB_03923	CDS	NC_000964.3	3912332	3913513	-	1181	FTSW_RODA_SPOVE	377.9	protein motif:Pfam-A	Pfam:PF01098.25		OP_0872:3/3	
BSUB_03924	CDS	NC_000964.3	3914012	3914272	+	260	YwcE	147.6	protein motif:Pfam-A	Pfam:PF17368.8			
BSUB_03925	CDS	NC_000964.3	3914315	3914689	-	374	COX4_pro	50.7	protein motif:Pfam-A	Pfam:PF03626.20		OP_0873:1/4	
BSUB_03926	CDS	NC_000964.3	3914691	3915305	-	614	COX3	55.0	protein motif:Pfam-A	Pfam:PF00510.24		OP_0873:2/4	
BSUB_03927	CDS	NC_000964.3	3915319	3917268	-	1949	COX1	536.3	protein motif:Pfam-A	Pfam:PF00115.26		OP_0873:3/4	
BSUB_03928	CDS	NC_000964.3	3917296	3918297	-	1001	hypothetical protein	125.3	ab initio prediction:Prodigal			OP_0873:4/4	signal_peptide:1..27;score=2.03;h_max=2.4
	signal_peptide	NC_000964.3	3918217	3918297	-	80	signal peptide (BSUB_03928)	2.0	ab initio prediction:Darwin:SignalScanner				parent=BSUB_03928;cleavage_site=27
BSUB_03929	CDS	NC_000964.3	3918774	3919022	+	248	Transgly_assoc	41.7	protein motif:Pfam-A	Pfam:PF04226.19			
BSUB_03930	CDS	NC_000964.3	3919093	3920634	-	1541	GalP_UDP_tr_C	143.9	protein motif:Pfam-A	Pfam:PF02744.23		OP_0874:1/3	
BSUB_03931	CDS	NC_000964.3	3920638	3921810	-	1172	GalKase_gal_bdg	80.4	protein motif:Pfam-A	Pfam:PF10509.16		OP_0874:2/3	signal_peptide:1..26;score=2.4;h_max=1.81
	signal_peptide	NC_000964.3	3921733	3921810	-	77	signal peptide (BSUB_03931)	2.4	ab initio prediction:Darwin:SignalScanner				parent=BSUB_03931;cleavage_site=26
BSUB_03932	CDS	NC_000964.3	3921891	3922295	-	404	GtrA_DPMS_TM	99.5	protein motif:Pfam-A	Pfam:PF04138.21		OP_0874:3/3	signal_peptide:1..23;score=1.56;h_max=2.51
	signal_peptide	NC_000964.3	3922227	3922295	-	68	signal peptide (BSUB_03932)	1.6	ab initio prediction:Darwin:SignalScanner				parent=BSUB_03932;cleavage_site=23
BSUB_03933	CDS	NC_000964.3	3922292	3922963	-	671	TetR_N	53.8	protein motif:Pfam-A	Pfam:PF00440.30			
BSUB_03934	CDS	NC_000964.3	3923319	3923477	+	158	SinI	48.3	protein motif:Pfam-A	Pfam:PF08671.17			
BSUB_03935	CDS	NC_000964.3	3923920	3924228	+	308	DUF485	75.2	protein motif:Pfam-A	Pfam:PF04341.18			
BSUB_03936	CDS	NC_000964.3	3924225	3925766	+	1541	SSF	474.8	protein motif:Pfam-A	Pfam:PF00474.24			
BSUB_03937	CDS	NC_000964.3	3925797	3926399	-	602	DSBA	123.8	protein motif:Pfam-A	Pfam:PF01323.27		OP_0875:1/3	signal_peptide:1..21;score=2.47;h_max=2.12
	signal_peptide	NC_000964.3	3926337	3926399	-	62	signal peptide (BSUB_03937)	2.5	ab initio prediction:Darwin:SignalScanner				parent=BSUB_03937;cleavage_site=21
BSUB_03938	CDS	NC_000964.3	3926682	3927932	-	1250	Dyp_perox_C	186.7	protein motif:Pfam-A	Pfam:PF20628.4		OP_0875:2/3	
BSUB_03939	CDS	NC_000964.3	3927951	3929108	-	1157	Peptidase_M75	112.4	protein motif:Pfam-A	Pfam:PF09375.16		OP_0875:3/3	signal_peptide:1..21;score=2.56;h_max=2.54
	signal_peptide	NC_000964.3	3929046	3929108	-	62	signal peptide (BSUB_03939)	2.6	ab initio prediction:Darwin:SignalScanner				parent=BSUB_03939;cleavage_site=21
BSUB_03940	CDS	NC_000964.3	3929105	3930550	-	1445	FTR1	254.3	protein motif:Pfam-A	Pfam:PF03239.21		OP_0876:1/2	signal_peptide:1..19;score=2.67;h_max=3.0
	signal_peptide	NC_000964.3	3930494	3930550	-	56	signal peptide (BSUB_03940)	2.7	ab initio prediction:Darwin:SignalScanner				parent=BSUB_03940;cleavage_site=19
BSUB_03941	CDS	NC_000964.3	3930707	3931375	-	668	TMP-TENI	208.8	protein motif:Pfam-A	Pfam:PF02581.24		OP_0876:2/2	signal_peptide:1..20;score=2.02;h_max=2.36
	signal_peptide	NC_000964.3	3931316	3931375	-	59	signal peptide (BSUB_03941)	2.0	ab initio prediction:Darwin:SignalScanner				parent=BSUB_03941;cleavage_site=20
BSUB_03942	CDS	NC_000964.3	3931372	3932190	-	818	HK	348.3	protein motif:Pfam-A	Pfam:PF02110.21		OP_0877:1/2	
BSUB_03943	CDS	NC_000964.3	3932198	3933103	-	905	LysR_substrate	181.6	protein motif:Pfam-A	Pfam:PF03466.26		OP_0877:2/2	
BSUB_03944	CDS	NC_000964.3	3933209	3933595	+	386	LrgA	98.2	protein motif:Pfam-A	Pfam:PF03788.20			signal_peptide:1..18;score=2.22;h_max=3.23
	signal_peptide	NC_000964.3	3933209	3933262	+	53	signal peptide (BSUB_03944)	2.2	ab initio prediction:Darwin:SignalScanner				parent=BSUB_03944;cleavage_site=18
BSUB_03945	CDS	NC_000964.3	3933577	3934254	+	677	LrgB	249.6	protein motif:Pfam-A	Pfam:PF04172.22		OP_0878:1/3	
BSUB_03946	CDS	NC_000964.3	3934358	3935557	+	1199	MFS_1_like	195.3	protein motif:Pfam-A	Pfam:PF12832.14		OP_0878:2/3	
BSUB_03947	CDS	NC_000964.3	3935591	3935788	+	197	DUF2196	103.7	protein motif:Pfam-A	Pfam:PF09962.15		OP_0878:3/3	
BSUB_03948	CDS	NC_000964.3	3935824	3937014	-	1190	Methyltrans_SAM	81.2	protein motif:Pfam-A	Pfam:PF10672.16			
BSUB_03949	CDS	NC_000964.3	3937135	3937515	+	380	Glyoxalase	79.5	protein motif:Pfam-A	Pfam:PF00903.32			
BSUB_03950	CDS	NC_000964.3	3937553	3938230	-	677	DUF2711	267.8	protein motif:Pfam-A	Pfam:PF10924.14		OP_0879:1/2	
BSUB_03951	CDS	NC_000964.3	3938307	3939641	-	1334	PTS_EIIC	274.8	protein motif:Pfam-A	Pfam:PF02378.24		OP_0879:2/2	
BSUB_03952	CDS	NC_000964.3	3939869	3941806	+	1937	Peptidase_S8	216.7	protein motif:Pfam-A	Pfam:PF00082.28			signal_peptide:1..27;score=2.6;h_max=2.69
	signal_peptide	NC_000964.3	3939869	3939949	+	80	signal peptide (BSUB_03952)	2.6	ab initio prediction:Darwin:SignalScanner				parent=BSUB_03952;cleavage_site=27
BSUB_03953	CDS	NC_000964.3	3942234	3943613	+	1379	PTS_EIIC	164.3	protein motif:Pfam-A	Pfam:PF02378.24		OP_0880:1/2	signal_peptide:1..15;score=2.39;h_max=1.76
	signal_peptide	NC_000964.3	3942234	3942278	+	44	signal peptide (BSUB_03953)	2.4	ab initio prediction:Darwin:SignalScanner				parent=BSUB_03953;cleavage_site=15
BSUB_03954	CDS	NC_000964.3	3943667	3944509	+	842	PRD	167.6	protein motif:Pfam-A	Pfam:PF00874.26		OP_0880:2/2	
BSUB_03955	CDS	NC_000964.3	3944560	3945420	-	860	Glyco_transf_8	230.9	protein motif:Pfam-A	Pfam:PF01501.27		OP_0881:1/2	signal_peptide:1..23;score=1.93;h_max=1.93
	signal_peptide	NC_000964.3	3945352	3945420	-	68	signal peptide (BSUB_03955)	1.9	ab initio prediction:Darwin:SignalScanner				parent=BSUB_03955;cleavage_site=23
BSUB_03956	CDS	NC_000964.3	3945530	3946243	-	713	TMEM164	209.1	protein motif:Pfam-A	Pfam:PF14808.12		OP_0881:2/2	
BSUB_03957	CDS	NC_000964.3	3946394	3946909	+	515	MarR	59.9	protein motif:Pfam-A	Pfam:PF01047.29		OP_0882:1/2	
BSUB_03958	CDS	NC_000964.3	3947161	3948399	+	1238	tRNA-synt_1b	295.3	protein motif:Pfam-A	Pfam:PF00579.32		OP_0882:2/2	
BSUB_04304	CDS	NC_000964.3	3948421	3948486	-	65	hypothetical protein	5.0	ab initio prediction:Darwin:MiniGeneHunter				small_orf;rbs_score=5.0
BSUB_03959	CDS	NC_000964.3	3948555	3949922	+	1367	Peptidase_M28	158.1	protein motif:Pfam-A	Pfam:PF04389.23			signal_peptide:1..31;score=2.46;h_max=2.05
	signal_peptide	NC_000964.3	3948555	3948647	+	92	signal peptide (BSUB_03959)	2.5	ab initio prediction:Darwin:SignalScanner				parent=BSUB_03959;cleavage_site=31
BSUB_03960	CDS	NC_000964.3	3949952	3950584	-	632	RelA_SpoT	126.7	protein motif:Pfam-A	Pfam:PF04607.24		OP_0883:1/2	
BSUB_03961	CDS	NC_000964.3	3950726	3951661	-	935	UbiA	111.6	protein motif:Pfam-A	Pfam:PF01040.24		OP_0883:2/2	
BSUB_03962	CDS	NC_000964.3	3952108	3952257	+	149	DltX	73.0	protein motif:Pfam-A	Pfam:PF12459.13		OP_0884:1/2	
BSUB_03963	CDS	NC_000964.3	3952275	3953786	+	1511	AMP-binding	282.4	protein motif:Pfam-A	Pfam:PF00501.35		OP_0884:2/2	
BSUB_03964	CDS	NC_000964.3	3953783	3954970	+	1187	MBOAT	66.4	protein motif:Pfam-A	Pfam:PF03062.25		OP_0885:1/5	
BSUB_03965	CDS	NC_000964.3	3954987	3955223	+	236	hypothetical protein	43.8	ab initio prediction:Prodigal			OP_0885:2/5	
BSUB_03966	CDS	NC_000964.3	3955223	3956401	+	1178	DltD	420.7	protein motif:Pfam-A	Pfam:PF04914.19		OP_0885:3/5	signal_peptide:1..19;score=2.79;h_max=3.56
	signal_peptide	NC_000964.3	3955223	3955279	+	56	signal peptide (BSUB_03966)	2.8	ab initio prediction:Darwin:SignalScanner				parent=BSUB_03966;cleavage_site=19
BSUB_03967	CDS	NC_000964.3	3956492	3957250	+	758	adh_short	174.3	protein motif:Pfam-A	Pfam:PF00106.32		OP_0885:4/5	
BSUB_03968	CDS	NC_000964.3	3957391	3958482	+	1091	Aminotran_4	106.7	protein motif:Pfam-A	Pfam:PF01063.25		OP_0885:5/5	
BSUB_03969	CDS	NC_000964.3	3958516	3959844	-	1328	Glyco_hydro_4	260.0	protein motif:Pfam-A	Pfam:PF02056.23			
BSUB_03970	CDS	NC_000964.3	3959841	3960104	-	263	PTS_IIA	106.3	protein motif:Pfam-A	Pfam:PF02255.22		OP_0886:1/6	
BSUB_03971	CDS	NC_000964.3	3960192	3961550	-	1358	PTS_EIIC	283.5	protein motif:Pfam-A	Pfam:PF02378.24		OP_0886:2/6	
BSUB_03972	CDS	NC_000964.3	3961566	3961874	-	308	PTS_IIB	74.3	protein motif:Pfam-A	Pfam:PF02302.23		OP_0886:3/6	
BSUB_03973	CDS	NC_000964.3	3962003	3963928	-	1925	PRD	138.3	protein motif:Pfam-A	Pfam:PF00874.26		OP_0886:4/6	signal_peptide:1..18;score=2.47;h_max=2.11
	signal_peptide	NC_000964.3	3963875	3963928	-	53	signal peptide (BSUB_03973)	2.5	ab initio prediction:Darwin:SignalScanner				parent=BSUB_03973;cleavage_site=18
BSUB_03974	CDS	NC_000964.3	3964091	3964249	-	158	hypothetical protein	7.4	ab initio prediction:Prodigal			OP_0886:5/6	
BSUB_03975	CDS	NC_000964.3	3964278	3964868	-	590	Pur_DNA_glyco	210.9	protein motif:Pfam-A	Pfam:PF02245.22		OP_0886:6/6	
BSUB_03976	CDS	NC_000964.3	3964997	3966640	+	1643	Catalase	569.9	protein motif:Pfam-A	Pfam:PF00199.25		OP_0887:1/2	
BSUB_03977	CDS	NC_000964.3	3966745	3967947	+	1202	MFS_1	134.8	protein motif:Pfam-A	Pfam:PF07690.22		OP_0887:2/2	
BSUB_03978	CDS	NC_000964.3	3967944	3968720	-	776	hypothetical protein	71.8	ab initio prediction:Prodigal				
BSUB_03979	CDS	NC_000964.3	3968717	3969604	-	887	ABC_tran	119.7	protein motif:Pfam-A	Pfam:PF00005.34		OP_0888:1/2	
BSUB_03980	CDS	NC_000964.3	3969611	3969799	-	188	PLDc_N	48.6	protein motif:Pfam-A	Pfam:PF13396.12		OP_0888:2/2	
BSUB_03981	CDS	NC_000964.3	3969796	3970002	-	206	hypothetical protein	14.6	ab initio prediction:Prodigal				
BSUB_03982	CDS	NC_000964.3	3969999	3970319	-	320	DUF5345	93.0	protein motif:Pfam-A	Pfam:PF17280.8			
BSUB_03983	CDS	NC_000964.3	3970312	3970848	-	536	Sigma70_r2	54.1	protein motif:Pfam-A	Pfam:PF04542.21			
BSUB_03984	CDS	NC_000964.3	3971060	3972433	+	1373	Transp_cyt_pur	395.5	protein motif:Pfam-A	Pfam:PF02133.22			
BSUB_03985	CDS	NC_000964.3	3972448	3973278	-	830	Carb_kinase	282.3	protein motif:Pfam-A	Pfam:PF01256.23		OP_0889:1/2	
BSUB_03986	CDS	NC_000964.3	3973364	3975091	-	1727	ABC_tran	107.4	protein motif:Pfam-A	Pfam:PF00005.34		OP_0889:2/2	
BSUB_03987	CDS	NC_000964.3	3975088	3976791	-	1703	ABC_membrane	98.0	protein motif:Pfam-A	Pfam:PF00664.29;Pfam:PF00005.34		OP_0890:1/2	signal_peptide:1..28;score=1.87;h_max=1.65
	signal_peptide	NC_000964.3	3976708	3976791	-	83	signal peptide (BSUB_03987)	1.9	ab initio prediction:Darwin:SignalScanner				parent=BSUB_03987;cleavage_site=28
BSUB_03988	CDS	NC_000964.3	3976791	3977807	-	1016	Cyt_bd_oxida_II	334.4	protein motif:Pfam-A	Pfam:PF02322.21		OP_0890:2/2	signal_peptide:1..30;score=2.81;h_max=3.66
	signal_peptide	NC_000964.3	3977718	3977807	-	89	signal peptide (BSUB_03988)	2.8	ab initio prediction:Darwin:SignalScanner				parent=BSUB_03988;cleavage_site=30
BSUB_03989	CDS	NC_000964.3	3977791	3979197	-	1406	Cyt_bd_oxida_I	575.4	protein motif:Pfam-A	Pfam:PF01654.23			
BSUB_03990	CDS	NC_000964.3	3979753	3981105	+	1352	2HCT	510.9	protein motif:Pfam-A	Pfam:PF03390.21		OP_0891:1/3	
BSUB_03991	CDS	NC_000964.3	3981227	3982915	+	1688	bPH_9	119.4	protein motif:Pfam-A	Pfam:PF23492.2		OP_0891:2/3	
BSUB_03992	CDS	NC_000964.3	3982973	3983173	+	200	YxzE	52.4	protein motif:Pfam-A	Pfam:PF25184.2		OP_0891:3/3	
BSUB_03993	CDS	NC_000964.3	3983187	3984026	-	839	Polysacc_deac_1	130.6	protein motif:Pfam-A	Pfam:PF01522.27		OP_0892:1/3	signal_peptide:1..18;score=2.68;h_max=3.06
	signal_peptide	NC_000964.3	3983973	3984026	-	53	signal peptide (BSUB_03993)	2.7	ab initio prediction:Darwin:SignalScanner				parent=BSUB_03993;cleavage_site=18
BSUB_03994	CDS	NC_000964.3	3984133	3985230	-	1097	ABC_tran	110.2	protein motif:Pfam-A	Pfam:PF00005.34		OP_0892:2/3	
BSUB_03995	CDS	NC_000964.3	3985351	3986244	-	893	HTH_30	53.0	protein motif:Pfam-A	Pfam:PF13556.13		OP_0892:3/3	
BSUB_03996	CDS	NC_000964.3	3986428	3987885	+	1457	Aldedh	523.8	protein motif:Pfam-A	Pfam:PF00171.28			
BSUB_03997	CDS	NC_000964.3	3987927	3988763	-	836	YitT_membrane	211.3	protein motif:Pfam-A	Pfam:PF02588.22			signal_peptide:1..21;score=2.66;h_max=2.98
	signal_peptide	NC_000964.3	3988701	3988763	-	62	signal peptide (BSUB_03997)	2.7	ab initio prediction:Darwin:SignalScanner				parent=BSUB_03997;cleavage_site=21
BSUB_03998	CDS	NC_000964.3	3989232	3989873	+	641	DUF4352	54.1	protein motif:Pfam-A	Pfam:PF11611.14			
BSUB_03999	CDS	NC_000964.3	3989948	3990967	-	1019	GDP_Man_Dehyd	224.2	protein motif:Pfam-A	Pfam:PF16363.12		OP_0893:1/2	
BSUB_04000	CDS	NC_000964.3	3991082	3991588	-	506	PBP	115.3	protein motif:Pfam-A	Pfam:PF01161.26		OP_0893:2/2	
BSUB_04001	CDS	NC_000964.3	3991718	3992593	+	875	LysR_substrate	115.9	protein motif:Pfam-A	Pfam:PF03466.26		OP_0894:1/3	
BSUB_04002	CDS	NC_000964.3	3992671	3993144	+	473	hypothetical protein	29.0	ab initio prediction:Prodigal			OP_0894:2/3	
BSUB_04003	CDS	NC_000964.3	3993162	3994382	+	1220	HisKA_3	68.8	protein motif:Pfam-A	Pfam:PF07730.20		OP_0894:3/3	
BSUB_04004	CDS	NC_000964.3	3994369	3995025	+	656	Response_reg	94.0	protein motif:Pfam-A	Pfam:PF00072.31		OP_0895:1/8	
BSUB_04005	CDS	NC_000964.3	3995075	3996307	+	1232	M20_dimer	60.5	protein motif:Pfam-A	Pfam:PF07687.20		OP_0895:2/8	
